id	idh	name	tag
1678	068E	Ice Break	Card
1679	068F	Wind Break	Card
1680	0690	Elec Break	Card
1681	0691	Red Wall	Card
1682	0692	White Wall	Card
1683	0693	Blue Wall	Card
1684	0694	Green Wall	Card
1685	0695	Trafuri	Card
1686	0696	Recarmdra	Card
1687	0697	Traesto	Card
1688	0698	Resist Physical	Card
1689	0699	Absorb Physical	Card
1690	069A	Resist Fire	Card
1691	069B	Absorb Fire	Card
1692	069C	Resist Ice	Card
1693	069D	Absorb Ice	Card
1694	069E	Resist Elec	Card
1695	069F	Absorb Elec	Card
1696	06A0	Resist Wind	Card
1697	06A1	Absorb Wind	Card
1698	06A2	Repel Light	Card
1699	06A3	Repel Dark	Card
1700	06A4	Null Panic	Card
1701	06A5	Null Exhaust	Card
1702	06A6	Null Mute	Card
1703	06A7	Null Fear	Card
1704	06A8	Null Rage	Card
1705	06A9	Null Poison	Card
1706	06AA	Null Dizzy	Card
1707	06AB	Null Enervate	Card
1708	06AC	Unshaken Will	Card
1709	06AD	Dodge Physical	Card
1710	06AE	Evade Physical	Card
1711	06AF	Dodge Fire	Card
1712	06B0	Evade Fire	Card
1713	06B1	Dodge Ice	Card
1714	06B2	Evade Ice	Card
1715	06B3	Dodge Wind	Card
1716	06B4	Evade Wind	Card
1717	06B5	Dodge Elec	Card
1718	06B6	Evade Elec	Card
1719	06B7	Angelic Grace	Card
1720	06B8	Fire Boost	Card
1721	06B9	Fire Amp	Card
1722	06BA	Ice Boost	Card
1723	06BB	Ice Amp	Card
1724	06BC	Elec Boost	Card
1725	06BD	Elec Amp	Card
1726	06BE	Wind Boost	Card
1727	06BF	Wind Amp	Card
1728	06C0	Counter	Card
1729	06C1	Counterstrike	Card
1730	06C2	High Counter	Card
1731	06C3	Regenerate 1	Card
1732	06C4	Regenerate 2	Card
1733	06C5	Regenerate 3	Card
1734	06C6	Invigorate 1	Card
1735	06C7	Invigorate 2	Card
1736	06C8	Invigorate 3	Card
1737	06C9	Growth 1	Card
1738	06CA	Growth 2	Card
1739	06CB	Growth 3	Card
1740	06CC	Auto-Tarukaja	Card
1741	06CD	Auto-Rakukaja	Card
1742	06CE	Auto-Sukukaja	Card
1743	06CF	Alertness	Card
1744	06D0	Sharp Student	Card
1745	06D1	Apt Pupil	Card
1746	06D2	Firm Stance	Card
1747	06D3	Spell Master	Card
1748	06D4	Arms Master	Card
1749	06D5	Divine Grace	Card
1750	06D6	Endure	Card
1751	06D7	Enduring Soul	Card
1752	06D8	Survive Light	Card
1753	06D9	Survive Dark	Card
1754	06DA	Auto-Maraku	Card
1755	06DB	Auto-Mataru	Card
1756	06DC	Auto-Masuku	Card
1757	06DD	Panic Boost	Card
1758	06DE	Poison Boost	Card
1759	06DF	Exhaust Boost	Card
1760	06E0	Silence Boost	Card
1761	06E1	Fear Boost	Card
1762	06E2	Rage Boost	Card
1763	06E3	Dizzy Boost	Card
1764	06E4	Enervate Boost	Card
1765	06E5	Ailment Boost	Card
1766	06E6	Hama Boost	Card
1767	06E7	Mudo Boost	Card
1768	06E8	Endure Light	Card
1769	06E9	Endure Dark	Card
1770	06EA	Cool Breeze	Card
1771	06EB	Victory Cry	Card
1772	06EC	Resist Poison	Card
1773	06ED	Resist Panic	Card
1774	06EE	Resist Fear	Card
1775	06EF	Resist Exhaust	Card
1776	06F0	Resist Enervate	Card
1777	06F1	Resist Rage	Card
1778	06F2	Resist Dizzy	Card
1779	06F3	Resist Mute	Card
1780	06F4	Fast Heal	Card
1781	06F5	Insta-Heal	Card
1782	06F6	Patra	Card
1783	06F7	Me Patra	Card
1784	06F8	Re Patra	Card
1785	06F9	Posumudi	Card
1786	06FA	Mutudi	Card
1787	06FB	Nervundi	Card
1788	06FC	Heat Riser	Card
1789	06FD	Single Shot	Card
1790	06FE	0x6FE	FLR
1791	06FF	0x6FF	FLR
1792	0700	Default Clothing	Clothes
1793	0701	Winter Yaso Outfit	Clothes
1794	0702	Winter Yaso Outfit	Clothes
1795	0703	Winter Yaso Outfit	Clothes
1796	0704	Winter Yaso Outfit	Clothes
1797	0705	Blank	BLN
1798	0706	Winter Yaso Outfit	Clothes
1799	0707	Winter Yaso Outfit	Clothes
1800	0708	Teddie Costume	Clothes
1801	0709	Summer Yaso Outfit	Clothes
1802	070A	Summer Yaso Outfit	Clothes
1803	070B	Summer Yaso Outfit	Clothes
1804	070C	Summer Yaso Outfit	Clothes
1805	070D	Blank	BLN
1806	070E	Summer Yaso Outfit	Clothes
1807	070F	Summer Yaso Outfit	Clothes
1808	0710	Blank	BLN
1809	0711	Summer Clothes	Clothes
1810	0712	Summer Clothes	Clothes
1811	0713	Summer Clothes	Clothes
1812	0714	Summer Clothes	Clothes
1813	0715	Blank	BLN
1814	0716	Summer Clothes	Clothes
1815	0717	Summer Clothes	Clothes
1816	0718	Summer Clothes	Clothes
1817	0719	Winter Clothes	Clothes
1818	071A	Winter Clothes	Clothes
1819	071B	Winter Clothes	Clothes
1820	071C	Winter Clothes	Clothes
1821	071D	Blank	BLN
1822	071E	Winter Clothes	Clothes
1823	071F	Winter Clothes	Clothes
1824	0720	Blank	BLN
1825	0721	Gekkou Uniform	Clothes
1826	0722	Gekkou Uniform	Clothes
1827	0723	Gekkou Uniform	Clothes
1828	0724	Gekkou Uniform	Clothes
1829	0725	Blank	BLN
1830	0726	Gekkou Uniform	Clothes
1831	0727	Gekkou Uniform	Clothes
1832	0728	Gekkou Uniform	Clothes
1833	0729	Drag Costume	Clothes
1834	072A	Drag Costume	Clothes
1835	072B	Blank	BLN
1836	072C	Blank	BLN
1837	072D	Blank	BLN
1838	072E	Drag Costume	Clothes
1839	072F	Blank	BLN
1840	0730	Drag Costume	Clothes
1841	0731	Cool Trunks	Clothes
1842	0732	Summer Trunks	Clothes
1843	0733	Striped Bikini	Clothes
1844	0734	Trim Bikini	Clothes
1845	0735	Blank	BLN
1846	0736	Dangerous Briefs	Clothes
1847	0737	School Swimsuit	Clothes
1848	0738	Sailor Trunks	Clothes
1849	0739	Yaso High Jersey	Clothes
1850	073A	Yaso High Jersey	Clothes
1851	073B	Yaso High Jersey	Clothes
1852	073C	Yaso High Jersey	Clothes
1853	073D	Blank	BLN
1854	073E	Yaso High Jersey	Clothes
1855	073F	Yaso High Jersey	Clothes
1856	0740	Yaso High Jersey	Clothes
1857	0741	Cleaning Uniform	Clothes
1858	0742	Junes Apron	Clothes
1859	0743	Track Suit	Clothes
1860	0744	Tsukesage	Clothes
1861	0745	Blank	BLN
1862	0746	Kingpin Duster	Clothes
1863	0747	Girls' Yaso Outfit	Clothes
1864	0748	Lord Flauntleroy	Clothes
1865	0749	Blank	BLN
1866	074A	Blank	BLN
1867	074B	Fighter Armor	Clothes
1868	074C	Magical Armor	Clothes
1869	074D	Blank	BLN
1870	074E	Blank	BLN
1871	074F	Coronet Armor	Clothes
1872	0750	Blank	BLN
1873	0751	Neo Featherman Suit	Clothes
1874	0752	Neo Featherman Suit	Clothes
1875	0753	Neo Featherman Suit	Clothes
1876	0754	Neo Featherman Suit	Clothes
1877	0755	Blank	BLN
1878	0756	Neo Featherman Suit	Clothes
1879	0757	Neo Featherman Suit	Clothes
1880	0758	Neo Featherman Suit	Clothes
1881	0759	Bath Towel	Clothes
1882	075A	Bath Towel	Clothes
1883	075B	Blank	BLN
1884	075C	Blank	BLN
1885	075D	Blank	BLN
1886	075E	Bath Towel	Clothes
1887	075F	Blank	BLN
1888	0760	Bath Towel	Clothes
1889	0761	Agent Suit	Clothes
1890	0762	Agent Suit	Clothes
1891	0763	Agent Suit	Clothes
1892	0764	Agent Suit	Clothes
1893	0765	Blank	BLN
1894	0766	Agent Suit	Clothes
1895	0767	Agent Suit	Clothes
1896	0768	Agent Suit	Clothes
1897	0769	Gag Winter Outfit	Clothes
1898	076A	Gag Winter Outfit	Clothes
1899	076B	Gag Winter Outfit	Clothes
1900	076C	Gag Winter Outfit	Clothes
1901	076D	Blank	BLN
1902	076E	Gag Winter Outfit	Clothes
1903	076F	Gag Winter Outfit	Clothes
1904	0770	Gag Glasses	Clothes
1905	0771	Gag Summer Outfit	Clothes
1906	0772	Gag Summer Outfit	Clothes
1907	0773	Gag Summer Outfit	Clothes
1908	0774	Gag Summer Outfit	Clothes
1909	0775	Blank	BLN
1910	0776	Gag Summer Outfit	Clothes
1911	0777	Gag Summer Outfit	Clothes
1912	0778	Gag Summer Outfit	Clothes
1913	0779	Christmas Costume	Clothes
1914	077A	Christmas Costume	Clothes
1915	077B	Christmas Costume	Clothes
1916	077C	Christmas Costume	Clothes
1917	077D	Blank	BLN
1918	077E	Christmas Costume	Clothes
1919	077F	Christmas Costume	Clothes
1920	0780	Christmas Costume	Clothes
1921	0781	Festival Jinbei	Clothes
1922	0782	Festival Jinbei	Clothes
1923	0783	Festival Yukata	Clothes
1924	0784	Festival Yukata	Clothes
1925	0785	Blank	BLN
1926	0786	Festival Jinbei	Clothes
1927	0787	Festival Jinbei	Clothes
1928	0788	Festival Happi	Clothes
1929	0789	Halloween Costume	Clothes
1930	078A	Halloween Costume	Clothes
1931	078B	Halloween Costume	Clothes
1932	078C	Halloween Costume	Clothes
1933	078D	Blank	BLN
1934	078E	Halloween Costume	Clothes
1935	078F	Halloween Costume	Clothes
1936	0790	Halloween Costume	Clothes
1937	0791	Midwinter Outfit	Clothes
1938	0792	Midwinter Outfit	Clothes
1939	0793	Midwinter Outfit	Clothes
1940	0794	Midwinter Outfit	Clothes
1941	0795	Blank	BLN
1942	0796	Midwinter Outfit	Clothes
1943	0797	Midwinter Outfit	Clothes
1944	0798	Midwinter Outfit	Clothes
1945	0799	Butler Suit	Clothes
1946	079A	Butler Suit	Clothes
1947	079B	Maid Uniform	Clothes
1948	079C	Maid Uniform	Clothes
1949	079D	Blank	BLN
1950	079E	Butler Suit	Clothes
1951	079F	Maid Uniform	Clothes
1952	07A0	Butler Suit	Clothes
1953	07A1	Cheer Squad Outfit	Clothes
1954	07A2	Cheer Squad Outfit	Clothes
1955	07A3	Cheerleader Outfit	Clothes
1956	07A4	Cheerleader Outfit	Clothes
1957	07A5	Blank	BLN
1958	07A6	Cheer Squad Outfit	Clothes
1959	07A7	Cheerleader Outfit	Clothes
1960	07A8	Cheer Squad Outfit	Clothes
1961	07A9	Deep Blue Clothes	Clothes
1962	07AA	Deep Blue Clothes	Clothes
1963	07AB	Deep Blue Clothes	Clothes
1964	07AC	Deep Blue Clothes	Clothes
1965	07AD	Blank	BLN
1966	07AE	Deep Blue Clothes	Clothes
1967	07AF	Deep Blue Clothes	Clothes
1968	07B0	Deep Blue Clothes	Clothes
1969	07B1	Hardboiled Look	Clothes
1970	07B2	Junes Coveralls	Clothes
1971	07B3	Kung Fu Costume	Clothes
1972	07B4	Ceremonial Kimono	Clothes
1973	07B5	Blank	BLN
1974	07B6	Working Clothes	Clothes
1975	07B7	Detective Costume	Clothes
1976	07B8	Teddie's Apron	Clothes
1977	07B9	Midwinter Yaso	Clothes
1978	07BA	Midwinter Yaso	Clothes
1979	07BB	Midwinter Yaso	Clothes
1980	07BC	Midwinter Yaso	Clothes
1981	07BD	Blank	BLN
1982	07BE	Midwinter Yaso	Clothes
1983	07BF	Midwinter Yaso	Clothes
1984	07C0	Blank	BLN
1985	07C1	0x7C1	FLR
1986	07C2	0x7C2	FLR
1987	07C3	0x7C3	FLR
1988	07C4	0x7C4	FLR
1989	07C5	0x7C5	FLR
1990	07C6	0x7C6	FLR
1991	07C7	0x7C7	FLR
1992	07C8	0x7C8	FLR
1993	07C9	0x7C9	FLR
1994	07CA	0x7CA	FLR
1995	07CB	0x7CB	FLR
1996	07CC	0x7CC	FLR
1997	07CD	0x7CD	FLR
1998	07CE	0x7CE	FLR
1999	07CF	0x7CF	FLR
2000	07D0	0x7D0	FLR
2001	07D1	0x7D1	FLR
2002	07D2	0x7D2	FLR
2003	07D3	0x7D3	FLR
2004	07D4	0x7D4	FLR
2005	07D5	0x7D5	FLR
2006	07D6	0x7D6	FLR
2007	07D7	0x7D7	FLR
2008	07D8	0x7D8	FLR
2009	07D9	0x7D9	FLR
2010	07DA	0x7DA	FLR
2011	07DB	0x7DB	FLR
2012	07DC	0x7DC	FLR
2013	07DD	0x7DD	FLR
2014	07DE	0x7DE	FLR
2015	07DF	0x7DF	FLR
2016	07E0	0x7E0	FLR
2017	07E1	0x7E1	FLR
2018	07E2	0x7E2	FLR
2019	07E3	0x7E3	FLR
2020	07E4	0x7E4	FLR
2021	07E5	0x7E5	FLR
2022	07E6	0x7E6	FLR
2023	07E7	0x7E7	FLR
2024	07E8	0x7E8	FLR
2025	07E9	0x7E9	FLR
2026	07EA	0x7EA	FLR
2027	07EB	0x7EB	FLR
2028	07EC	0x7EC	FLR
2029	07ED	0x7ED	FLR
2030	07EE	0x7EE	FLR
2031	07EF	0x7EF	FLR
2032	07F0	0x7F0	FLR
2033	07F1	0x7F1	FLR
2034	07F2	0x7F2	FLR
2035	07F3	0x7F3	FLR
2036	07F4	0x7F4	FLR
2037	07F5	0x7F5	FLR
2038	07F6	0x7F6	FLR
2039	07F7	0x7F7	FLR
2040	07F8	Agent Set	Clothes
2041	07F9	Butler Set	Clothes
2042	07FA	Festival Set	Clothes
2043	07FB	Cheer Squad Set	Clothes
2044	07FC	Maid Set	Clothes
2045	07FD	Neo Featherman Set	Clothes
2046	07FE	0x7FE	FLR
2047	07FF	0x7FF	FLR
2048	0800	Blank	BLN
2049	0801	Unfinished Scooter	Key
2050	0802	Unfinished Scooter	Key
2051	0803	Unfinished Scooter	Key
2052	0804	Unfinished Scooter	Key
2053	0805	Unfinished Scooter	Key
2054	0806	Unfinished Scooter	Key
2055	0807	0x82F	FLR
2056	0808	Jack Frost Doll	Shelf
2057	0809	Black Frost Doll	Shelf
2058	080A	King Frost Doll	Shelf
2059	080B	Pyro Jack Doll	Shelf
2060	080C	Neko Shogun Doll	Shelf
2061	080D	Silver Scooter	Shelf
2062	080E	Orange Scooter	Shelf
2063	080F	Light Blue Scooter	Shelf
2064	0810	Red Scooter	Shelf
2065	0811	Pink Scooter	Shelf
2066	0812	Blue Scooter	Shelf
2067	0813	0x813	FLR
2068	0814	0x814	FLR
2069	0815	0x815	FLR
2070	0816	0x816	FLR
2071	0817	0x817	FLR
2072	0818	0x818	FLR
2073	0819	0x819	FLR
2074	081A	0x81A	FLR
2075	081B	0x81B	FLR
2076	081C	0x81C	FLR
2077	081D	0x81D	FLR
2078	081E	0x81E	FLR
2079	081F	0x81F	FLR
2080	0820	0x820	FLR
2081	0821	0x821	FLR
2082	0822	0x822	FLR
2083	0823	0x823	FLR
2084	0824	0x824	FLR
2085	0825	0x825	FLR
2086	0826	0x826	FLR
2087	0827	0x827	FLR
2088	0828	0x828	FLR
2089	0829	Tomato Seedling	Veg
2090	082A	Eggplant Seedling	Veg
2091	082B	Daikon Seedling	Veg
2092	082C	Barrier Corn	Veg
2093	082D	Cabbage Seedling	Veg
2094	082E	Wall Paprika	Veg
2095	082F	Wheat Seedling	Veg
2096	0830	Melon Seedling	Veg
2097	0831	Tiny Soul Tomato	Veg
2098	0832	Scapegoat Eggplant	Veg
2099	0833	Return Daikon	Veg
2100	0834	Tetracorn	Veg
2101	0835	Hiranya Cabbage	Veg
2102	0836	Red Paprika	Veg
2103	0837	Crack Wheat	Veg
2104	0838	Bead Melon	Veg
2105	0839	0x839	FLR
2106	083A	0x83A	FLR
2107	083B	Makaracorn	Veg
2108	083C	White Paprika	Veg
2109	083D	Blue Paprika	Veg
2110	083E	Green Paprika	Veg
2111	083F	0x83F	FLR
2112	0840	0x840	FLR
2113	0841	0x841	FLR
2114	0842	0x842	FLR
2115	0843	0x843	FLR
2116	0844	0x844	FLR
2117	0845	0x845	FLR
2118	0846	0x846	FLR
2119	0847	0x847	FLR
2120	0848	0x848	FLR
2121	0849	0x849	FLR
2122	084A	0x84A	FLR
2123	084B	0x84B	FLR
2124	084C	0x84C	FLR
2125	084D	0x84D	FLR
2126	084E	0x84E	FLR
2127	084F	0x84F	FLR
2128	0850	Iolite	Gems
2129	0851	Blue Quartz	Gems
2130	0852	Fluorite	Gems
2131	0853	Smoky Quartz	Gems
2132	0854	Lepidolite	Gems
2133	0855	Lemon Quartz	Gems
2134	0856	Olive Stone	Gems
2135	0857	Howlite	Gems
2136	0858	Milky Quartz	Gems
2137	0859	Bloodstone	Gems
2138	085A	Meteorite	Gems
2139	085B	Rose Quartz	Gems
2140	085C	Buffalo Stone	Gems
2141	085D	Sphalerite	Gems
2142	085E	Aurora Quartz	Gems
2143	085F	Sunstone	Gems
2144	0860	Angelite	Gems
2145	0861	Rainbow Quartz	Gems
2146	0862	Moonstone	Gems
2147	0863	Magatsu Xandrite	Gems
2148	0864	Kingyou Stone	Gems
2149	0865	Gyosen Stone	Gems
2150	0866	Yazu Stone	Gems
2151	0867	Masuda Stone	Gems
2152	0868	Taisui Stone	Gems
2153	0869	Mondo Stone	Gems
2154	086A	Takou Stone	Gems
2155	086B	Meguro Stone	Gems
2156	086C	Kaiou Stone	Gems
2157	086D	Ryugu Stone	Gems
2158	086E	0x86E	FLR
2159	086F	0x86F	FLR
2160	0870	0x870	FLR
2161	0871	0x871	FLR
2162	0872	0x872	FLR
2163	0873	0x873	FLR
2164	0874	0x874	FLR
2165	0875	0x875	FLR
2166	0876	0x876	FLR
2167	0877	0x877	FLR
2168	0878	0x878	FLR
2169	0879	0x879	FLR
2170	087A	0x87A	FLR
2171	087B	0x87B	FLR
2172	087C	0x87C	FLR
2173	087D	0x87D	FLR
2174	087E	0x87E	FLR
2175	087F	0x87F	FLR
2176	0880	0x880	FLR
2177	0881	0x881	FLR
2178	0882	0x882	FLR
2179	0883	0x883	FLR
2180	0884	0x884	FLR
2181	0885	0x885	FLR
2182	0886	0x886	FLR
2183	0887	0x887	FLR
2184	0888	0x888	FLR
2185	0889	0x889	FLR
2186	088A	0x88A	FLR
2187	088B	0x88B	FLR
2188	088C	0x88C	FLR
2189	088D	0x88D	FLR
2190	088E	0x88E	FLR
2191	088F	0x88F	FLR
2192	0890	0x890	FLR
2193	0891	0x891	FLR
2194	0892	0x892	FLR
2195	0893	0x893	FLR
2196	0894	0x894	FLR
2197	0895	0x895	FLR
2198	0896	0x896	FLR
2199	0897	0x897	FLR
2200	0898	0x898	FLR
2201	0899	0x899	FLR
2202	089A	0x89A	FLR
2203	089B	0x89B	FLR
2204	089C	0x89C	FLR
2205	089D	0x89D	FLR
2206	089E	0x89E	FLR
2207	089F	0x89F	FLR
2208	08A0	0x8A0	FLR
2209	08A1	0x8A1	FLR
2210	08A2	0x8A2	FLR
2211	08A3	0x8A3	FLR
2212	08A4	0x8A4	FLR
2213	08A5	0x8A5	FLR
2214	08A6	0x8A6	FLR
2215	08A7	0x8A7	FLR
2216	08A8	0x8A8	FLR
2217	08A9	0x8A9	FLR
2218	08AA	0x8AA	FLR
2219	08AB	0x8AB	FLR
2220	08AC	0x8AC	FLR
2221	08AD	0x8AD	FLR
2222	08AE	0x8AE	FLR
2223	08AF	0x8AF	FLR
2224	08B0	0x8B0	FLR
2225	08B1	0x8B1	FLR
2226	08B2	0x8B2	FLR
2227	08B3	0x8B3	FLR
2228	08B4	0x8B4	FLR
2229	08B5	0x8B5	FLR
2230	08B6	0x8B6	FLR
2231	08B7	0x8B7	FLR
2232	08B8	0x8B8	FLR
2233	08B9	0x8B9	FLR
2234	08BA	0x8BA	FLR
2235	08BB	0x8BB	FLR
2236	08BC	0x8BC	FLR
2237	08BD	0x8BD	FLR
2238	08BE	0x8BE	FLR
2239	08BF	0x8BF	FLR
2240	08C0	0x8C0	FLR
2241	08C1	0x8C1	FLR
2242	08C2	0x8C2	FLR
2243	08C3	0x8C3	FLR
2244	08C4	0x8C4	FLR
2245	08C5	0x8C5	FLR
2246	08C6	0x8C6	FLR
2247	08C7	0x8C7	FLR
2248	08C8	0x8C8	FLR
2249	08C9	0x8C9	FLR
2250	08CA	0x8CA	FLR
2251	08CB	0x8CB	FLR
2252	08CC	0x8CC	FLR
2253	08CD	0x8CD	FLR
2254	08CE	0x8CE	FLR
2255	08CF	0x8CF	FLR
2256	08D0	0x8D0	FLR
2257	08D1	0x8D1	FLR
2258	08D2	0x8D2	FLR
2259	08D3	0x8D3	FLR
2260	08D4	0x8D4	FLR
2261	08D5	0x8D5	FLR
2262	08D6	0x8D6	FLR
2263	08D7	0x8D7	FLR
2264	08D8	0x8D8	FLR
2265	08D9	0x8D9	FLR
2266	08DA	0x8DA	FLR
2267	08DB	0x8DB	FLR
2268	08DC	0x8DC	FLR
2269	08DD	0x8DD	FLR
2270	08DE	0x8DE	FLR
2271	08DF	0x8DF	FLR
2272	08E0	0x8E0	FLR
2273	08E1	0x8E1	FLR
2274	08E2	0x8E2	FLR
2275	08E3	0x8E3	FLR
2276	08E4	0x8E4	FLR
2277	08E5	0x8E5	FLR
2278	08E6	0x8E6	FLR
2279	08E7	0x8E7	FLR
2280	08E8	0x8E8	FLR
2281	08E9	0x8E9	FLR
2282	08EA	0x8EA	FLR
2283	08EB	0x8EB	FLR
2284	08EC	0x8EC	FLR
2285	08ED	0x8ED	FLR
2286	08EE	0x8EE	FLR
2287	08EF	0x8EF	FLR
2288	08F0	0x8F0	FLR
2289	08F1	0x8F1	FLR
2290	08F2	0x8F2	FLR
2291	08F3	0x8F3	FLR
2292	08F4	0x8F4	FLR
2293	08F5	0x8F5	FLR
2294	08F6	0x8F6	FLR
2295	08F7	0x8F7	FLR
2296	08F8	0x8F8	FLR
2297	08F9	0x8F9	FLR
2298	08FA	0x8FA	FLR
2299	08FB	0x8FB	FLR
2300	08FC	0x8FC	FLR
2301	08FD	0x8FD	FLR
2302	08FE	0x8FE	FLR
2303	08FF	0x8FF	FLR
2304	0900	0x900	FLR
2305	0901	Beach Parasol	Weapon
2306	0902	Cleaning Mop	Weapon
2307	0903	Light Sword	Weapon
2308	0904	Bass	Weapon
2309	0905	Skull Rod	Weapon
2310	0906	Cheering Flag	Weapon
2311	0907	Spiked Bat	Weapon
2312	0908	Bus Stop Sign	Weapon
2313	0909	Carbon Pole	Weapon
2314	090A	Sharp Shovel	Weapon
2315	090B	Bamboo Broom	Weapon
2316	090C	0x90C	FLR
2317	090D	0x90D	FLR
2318	090E	0x90E	FLR
2319	090F	0x90F	FLR
2320	0910	0x910	FLR
2321	0911	0x911	FLR
2322	0912	0x912	FLR
2323	0913	0x913	FLR
2324	0914	0x914	FLR
2325	0915	0x915	FLR
2326	0916	Grilled Corn	Weapon
2327	0917	Feather Dagger	Weapon
2328	0918	Happy Maracas	Weapon
2329	0919	Pinwheel	Weapon
2330	091A	Bone	Weapon
2331	091B	Megaphone	Weapon
2332	091C	Inaba Trout	Weapon
2333	091D	Bowling Pin	Weapon
2334	091E	Chinese Cleaver	Weapon
2335	091F	0x91F	FLR
2336	0920	0x920	FLR
2337	0921	0x921	FLR
2338	0922	0x922	FLR
2339	0923	0x923	FLR
2340	0924	0x924	FLR
2341	0925	0x925	FLR
2342	0926	0x926	FLR
2343	0927	0x927	FLR
2344	0928	0x928	FLR
2345	0929	Flying Disc	Weapon
2346	092A	Disco Fan	Weapon
2347	092B	Feather Boomerang	Weapon
2348	092C	Tambourine	Weapon
2349	092D	Santa Fan	Weapon
2350	092E	Festival Fan	Weapon
2351	092F	Bat Saucer	Weapon
2352	0930	Table Tennis Racket	Weapon
2353	0931	Victory Fan	Weapon
2354	0932	Silver Tray	Weapon
2355	0933	Gothic Fan	Weapon
2356	0934	0x934	FLR
2357	0935	0x935	FLR
2358	0936	0x936	FLR
2359	0937	0x937	FLR
2360	0938	0x938	FLR
2361	0939	0x939	FLR
2362	093A	0x93A	FLR
2363	093B	0x93B	FLR
2364	093C	0x93C	FLR
2365	093D	0x93D	FLR
2366	093E	0x93E	FLR
2367	093F	Invisible Shoes	Weapon
2368	0940	Wrestling Boots	Weapon
2369	0941	Jet Boots	Weapon
2370	0942	Inline Skates	Weapon
2371	0943	Foot-Maces	Weapon
2372	0944	Metal Geta	Weapon
2373	0945	Loose Socks	Weapon
2374	0946	Animal Slippers	Weapon
2375	0947	Spring Boots	Weapon
2376	0948	0x948	FLR
2377	0949	0x949	FLR
2378	094A	0x94A	FLR
2379	094B	0x94B	FLR
2380	094C	0x94C	FLR
2381	094D	0x94D	FLR
2382	094E	0x94E	FLR
2383	094F	0x94F	FLR
2384	0950	0x950	FLR
2385	0951	Bodyboard	Weapon
2386	0952	Factory Sign	Weapon
2387	0953	Feather Shield	Weapon
2388	0954	0x954	FLR
2389	0955	Big Cymbal	Weapon
2390	0956	Christmas Wreath	Weapon
2391	0957	Casket Lid	Weapon
2392	0958	Colored Bench	Weapon
2393	0959	Flat Taiko	Weapon
2394	095A	Guardian	Weapon
2395	095B	Dining Table	Weapon
2396	095C	Half-Sized Tatami	Weapon
2397	095D	0x95D	FLR
2398	095E	0x95E	FLR
2399	095F	0x95F	FLR
2400	0960	0x960	FLR
2401	0961	0x961	FLR
2402	0962	0x962	FLR
2403	0963	0x963	FLR
2404	0964	0x964	FLR
2405	0965	0x965	FLR
2406	0966	0x966	FLR
2407	0967	Water Gun	Weapon
2408	0968	Feather Shot	Weapon
2409	0969	Bat Magnum	Weapon
2410	096A	Flintlock	Weapon
2411	096B	Frost Shot	Weapon
2412	096C	Special Ray Gun	Weapon
2413	096D	Rubber Band Gun	Weapon
2414	096E	Machine Pistol	Weapon
2415	096F	0x96F	FLR
2416	0970	0x970	FLR
2417	0971	0x971	FLR
2418	0972	0x972	FLR
2419	0973	0x973	FLR
2420	0974	0x974	FLR
2421	0975	0x975	FLR
2422	0976	0x976	FLR
2423	0977	0x977	FLR
2424	0978	0x978	FLR
2425	0979	Beach Ball	Weapon
2426	097A	Animal Paw	Weapon
2427	097B	Feather Claw	Weapon
2428	097C	Reindeer Hoof	Weapon
2429	097D	Pyro Puppet	Weapon
2430	097E	Hyper Drill	Weapon
2431	097F	Crab Claw	Weapon
2432	0980	Frost Puppet	Weapon
2433	0981	0x981	FLR
2434	0982	Strange Sword	Weapon|HF
2435	0983	Strange Daggers	Weapon|HF
2436	0984	Strange Greaves	Weapon|HF
2437	0985	Strange Fan	Weapon|HF
2438	0986	Strange Shield	Weapon|HF
2439	0987	Strange Firearm	Weapon|HF
2440	0988	Strange Claw	Weapon|HF
2441	0989	0x989	FLR
2442	098A	0x98A	FLR
2443	098B	0x98B	FLR
2444	098C	0x98C	FLR
2445	098D	0x98D	FLR
2446	098E	0x98E	FLR
2447	098F	0x98F	FLR
2448	0990	0x990	FLR
2449	0991	0x991	FLR
2450	0992	0x992	FLR
2451	0993	0x993	FLR
2452	0994	0x994	FLR
2453	0995	0x995	FLR
2454	0996	0x996	FLR
2455	0997	0x997	FLR
2456	0998	0x998	FLR
2457	0999	0x999	FLR
2458	099A	0x99A	FLR
2459	099B	0x99B	FLR
2460	099C	0x99C	FLR
2461	099D	0x99D	FLR
2462	099E	0x99E	FLR
2463	099F	0x99F	FLR
2464	09A0	0x9A0	FLR
2465	09A1	0x9A1	FLR
2466	09A2	0x9A2	FLR
2467	09A3	0x9A3	FLR
2468	09A4	0x9A4	FLR
2469	09A5	0x9A5	FLR
2470	09A6	0x9A6	FLR
2471	09A7	0x9A7	FLR
2472	09A8	0x9A8	FLR
2473	09A9	0x9A9	FLR
2474	09AA	0x9AA	FLR
2475	09AB	0x9AB	FLR
2476	09AC	0x9AC	FLR
2477	09AD	0x9AD	FLR
2478	09AE	0x9AE	FLR
2479	09AF	0x9AF	FLR
2480	09B0	0x9B0	FLR
2481	09B1	0x9B1	FLR
2482	09B2	0x9B2	FLR
2483	09B3	0x9B3	FLR
2484	09B4	0x9B4	FLR
2485	09B5	0x9B5	FLR
2486	09B6	0x9B6	FLR
2487	09B7	0x9B7	FLR
